id,fecha,modulo,descripcion,rol_usuario,sede
1851,1/29/2025,Facturacion,Retraso de 9s al procesar el pago con tarjeta de credito,Paciente,Guayaquil
1852,7/10/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Quito
1853,10/30/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Quito
1854,8/27/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito
1855,5/3/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Cuenca
1856,2/18/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 33s,Medico,Quito
1857,12/11/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Guayaquil
1858,11/7/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 10 minutos,Gerencia,Guayaquil
1859,2/16/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Quito
1860,8/18/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Guayaquil
1861,9/21/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Quito
1862,11/29/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Guayaquil
1863,2/23/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Farmacia,Quito
1864,4/19/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Guayaquil
1865,4/26/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Paciente,Quito
1866,6/22/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Quito
1867,8/10/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Quito
1868,11/19/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Quito
1869,8/19/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Quito
1870,3/8/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Quito
1871,2/9/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Cuenca
1872,3/30/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Quito
1873,8/14/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Guayaquil
1874,11/24/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Quito
1875,12/11/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Medico,Cuenca
1876,10/31/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Quito
1877,9/24/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Manta
1878,5/24/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Quito
1879,11/4/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Guayaquil
1880,7/12/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Quito
1881,5/30/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Cuenca
1882,12/17/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Ambato
1883,7/5/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Ambato
1884,8/11/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Cuenca
1885,2/2/2025,Telemedicina,Videollamada se corta a los 4 minutos,Medico,Cuenca
1886,4/29/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Quito
1887,2/23/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Quito
1888,8/5/2025,Portal Citas,Usuario no logra agendar tras 3 intentos,Admision,Manta
1889,11/26/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Quito
1890,1/20/2025,HCE,Nota de evolucion tarda 19s en guardarse,Medico,Guayaquil
1891,7/12/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Guayaquil
1892,5/12/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Manta
1893,7/11/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Guayaquil
1894,4/8/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Guayaquil
1895,8/31/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito
1896,11/27/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Quito
1897,8/15/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Guayaquil
1898,6/20/2025,Portal Citas,Usuario no logra agendar tras 3 intentos,Admision,Manta
1899,10/29/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Cuenca
1900,8/30/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Guayaquil
1901,7/15/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Guayaquil
1902,2/24/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Ambato
1903,4/20/2025,Reportes Gerenciales,El dashboard de indicadores no refleja los datos del ultimo cierre,Gerencia,Manta
1904,1/4/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Quito
1905,7/9/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Paciente,Quito
1906,7/11/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 12 minutos,Gerencia,Quito
1907,11/6/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Quito
1908,3/1/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Medico,Quito
1909,3/25/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Quito
1910,4/13/2025,Portal Citas,Usuario no logra agendar tras 3 intentos,Admision,Quito
1911,8/24/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Medico,Guayaquil
1912,4/24/2025,HCE,Nota de evolucion tarda 21s en guardarse,Enfermeria,Ambato
1913,8/31/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Medico,Cuenca
1914,11/28/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito
1915,10/2/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Cuenca
1916,6/9/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Cuenca
1917,8/16/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Guayaquil
1918,10/10/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Enfermeria,Guayaquil
1919,11/17/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Cuenca
1920,9/25/2025,HCE,Tiempo de carga de la ficha clinica supera los 14s en horas pico,Medico,Quito
1921,5/4/2025,HCE,Tiempo de carga de la ficha clinica supera los 26s en horas pico,Medico,Guayaquil
1922,6/23/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Quito
1923,3/24/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Quito
1924,11/6/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Quito
1925,5/28/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Guayaquil
1926,11/5/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Manta
1927,8/23/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Guayaquil
1928,6/7/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito
1929,9/20/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Quito
1930,4/19/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Quito
1931,9/27/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Cuenca
1932,4/13/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 34s,Enfermeria,Manta
1933,6/29/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Guayaquil
1934,8/13/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Quito
1935,3/30/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito
1936,8/29/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Ambato
1937,3/31/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Quito
1938,5/24/2025,Facturacion,Retraso de 21s al procesar el pago con tarjeta de credito,Admision,Quito
1939,9/2/2025,HCE,Tiempo de carga de la ficha clinica supera los 14s en horas pico,Medico,Cuenca
1940,2/21/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Guayaquil
1941,8/12/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Guayaquil
1942,3/31/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Cuenca
1943,6/8/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Medico,Quito
1944,5/9/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Quito
1945,4/5/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Quito
1946,8/1/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Manta
1947,2/26/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Ambato
1948,1/20/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Ambato
1949,6/10/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Guayaquil
1950,4/3/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Cuenca
1951,10/23/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito
1952,1/8/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Quito
1953,3/10/2025,Portal Citas,Tiempo de espera en el portal supera los 24s en horas pico,Admision,Cuenca
1954,7/22/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Cuenca
1955,11/3/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 25s,Medico,Quito
1956,1/24/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Quito
1957,11/26/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Ambato
1958,4/3/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Quito
1959,9/8/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Medico,Manta
1960,6/15/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Quito
1961,2/27/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Guayaquil
1962,7/20/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Medico,Quito
1963,5/21/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Guayaquil
1964,1/19/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Quito
1965,2/26/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 12s,Medico,Manta
1966,9/1/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Ambato
1967,2/17/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito
1968,10/29/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Quito
1969,11/3/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Guayaquil
1970,5/24/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Quito
1971,8/23/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Quito
1972,9/23/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Guayaquil
1973,6/8/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Guayaquil
1974,11/4/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Manta
1975,10/9/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Manta
1976,11/13/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Quito
1977,2/24/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Guayaquil
1978,12/18/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Quito
1979,12/5/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Cuenca
1980,8/28/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Paciente,Quito
1981,10/14/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Quito
1982,6/21/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 24s,Enfermeria,Ambato
1983,12/10/2025,Portal Citas,Tiempo de espera en el portal supera los 26s en horas pico,Admision,Manta
1984,6/23/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Quito
1985,6/19/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Quito
1986,1/8/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Quito
1987,7/13/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Guayaquil
1988,5/5/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Manta
1989,8/19/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Guayaquil
1990,10/31/2025,Portal Citas,Usuario no logra agendar tras 2 intentos,Paciente,Guayaquil
1991,10/5/2025,HCE,Tiempo de carga de la ficha clinica supera los 13s en horas pico,Enfermeria,Guayaquil
1992,10/22/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Guayaquil
1993,12/17/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Cuenca
1994,11/28/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Admision,Guayaquil
1995,8/26/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Manta
1996,3/1/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Paciente,Manta
1997,6/22/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Quito
1998,1/25/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Manta
1999,2/9/2025,Telemedicina,Videollamada se corta a los 3 minutos,Paciente,Ambato
2000,2/15/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Quito
2001,6/24/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Ambato
2002,1/21/2025,Portal Citas,Usuario no logra agendar tras 2 intentos,Admision,Guayaquil
2003,2/19/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Medico,Quito
2004,2/21/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Ambato
2005,11/15/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Quito
2006,2/21/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Guayaquil
2007,11/4/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Guayaquil
2008,1/3/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Quito
2009,6/2/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Guayaquil
